OBJECTID,ORIG_FID,x,y
883,1,115.779686,40.1799278
884,1,115.7820969,40.1776543
885,1,115.7833023,40.175148
886,1,115.784523,40.1726418
887,1,115.7854462,40.1708183
888,1,115.7860565,40.1685371
889,1,115.7869949,40.1644287
890,1,115.7882233,40.160553
891,1,115.7906342,40.1578255
892,1,115.7933426,40.1560135
893,1,115.7978363,40.1546707
894,1,115.803215,40.1535606
895,1,115.808609,40.1524506
896,1,115.8119049,40.1504135
897,1,115.8170242,40.1463318
898,1,115.8236237,40.1420288
899,1,115.8275146,40.1409035
900,1,115.8361664,40.1416435
901,1,115.8403397,40.1437225
902,1,115.8444977,40.1458015
903,1,115.845665,40.1483269
904,1,115.8480301,40.1517677
905,1,115.8459091,40.1554146
906,1,115.844986,40.1583786
907,1,115.8446579,40.1620331
908,1,115.8437347,40.1659126
909,1,115.8404007,40.1713791
910,1,115.8388596,40.1763992
911,1,115.8394318,40.1798286
912,1,115.8417969,40.1823578
913,1,115.8462524,40.1858101
914,1,115.8489227,40.1878815
915,1,115.8566589,40.1911278
916,1,115.8629074,40.1943626
917,1,115.8700638,40.1969185
918,1,115.8736343,40.1994514
919,1,115.8762741,40.2042656
920,1,115.8753433,40.2088318
921,1,115.8738022,40.2145348
922,1,115.8743744,40.2186546
923,1,115.8761444,40.2216339
924,1,115.8794098,40.223938
925,1,115.8835831,40.2262459
926,1,115.8874435,40.2287788
927,1,115.8934021,40.2306404
928,1,115.8999405,40.2356987
929,1,115.9040833,40.2418938
930,1,115.9079437,40.2460289
931,1,115.9127045,40.2490234
932,1,115.9171677,40.2520142
933,1,115.9207458,40.2534065
934,1,115.9276123,40.2538948
935,1,115.9347916,40.253933
936,1,115.9401855,40.2535019
937,1,115.9449539,40.2544403
938,1,115.9491348,40.2569733
939,1,115.9515152,40.2590408
940,1,115.9529953,40.2608795
941,1,115.9562683,40.2636375
942,1,115.9526367,40.2697906
943,1,115.9504776,40.278923
944,1,115.9477386,40.2855377
945,1,115.9455948,40.2921562
946,1,115.9425735,40.2964821
947,1,115.9395523,40.2998962
948,1,115.9353333,40.3044472
949,1,115.9299164,40.3089905
950,1,115.9256973,40.3130875
951,1,115.9232635,40.3178711
952,1,115.9205322,40.3224297
953,1,115.9207993,40.3276901
954,1,115.9198532,40.3333969
955,1,115.9192123,40.3384247
956,1,115.9161758,40.3457222
957,1,115.911644,40.3498116
958,1,115.9071045,40.3564186
959,1,115.9013824,40.3607292
960,1,115.8962784,40.3618469
961,1,115.8903122,40.3579292
962,1,115.8870239,40.3567696
963,1,115.8822403,40.3565178
964,1,115.8762436,40.3569412
965,1,115.8720322,40.3585167
966,1,115.8675308,40.3600922
967,1,115.8633041,40.3646431
968,1,115.8590698,40.3689613
969,1,115.8545303,40.3737373
970,1,115.8488159,40.3775902
971,1,115.8430939,40.3802986
972,1,115.8382721,40.3834724
973,1,115.8328629,40.385952
974,1,115.8286438,40.388443
975,1,115.8241119,40.3920746
976,1,115.8201675,40.3973045
977,1,115.815918,40.4029999
978,1,115.8140717,40.408474
979,1,115.8113327,40.4134865
980,1,115.8085938,40.4178085
981,1,115.8052673,40.42099
982,1,115.8007278,40.4248505
983,1,115.7916794,40.4305077
984,1,115.7850418,40.4352646
985,1,115.7762985,40.4400101
986,1,115.7708664,40.4427185
987,1,115.7672424,40.4463501
988,1,115.76297,40.4534073
989,1,115.7617264,40.4575195
990,1,115.7631683,40.4634705
991,1,115.765213,40.4696541
992,1,115.7675476,40.4760704
993,1,115.7707825,40.4834061
994,1,115.7713318,40.4886627
995,1,115.7715912,40.4925537
996,1,115.767952,40.4959564
997,1,115.7595215,40.4991074
998,1,115.7544098,40.4992981
999,1,115.7487183,40.4983482
1000,1,115.7409363,40.4964714
1001,1,115.7367401,40.4957542
1002,1,115.7331161,40.4973335
1003,1,115.7318954,40.4989243
1004,1,115.7309799,40.5009727
1005,1,115.7303543,40.5037117
1006,1,115.7315063,40.5078354
1007,1,115.7338562,40.5128784
1008,1,115.7370987,40.5193024
1009,1,115.7382584,40.5234222
1010,1,115.7426758,40.5312233
1011,1,115.7459412,40.5353584
1012,1,115.7533722,40.5431786
1013,1,115.761734,40.5487213
1014,1,115.7667999,40.5530968
1015,1,115.7721634,40.5570183
1016,1,115.7757645,40.5588684
1017,1,115.7796631,40.5595741
1018,1,115.784462,40.5605202
1019,1,115.7892685,40.5594101
1020,1,115.7931747,40.5601196
1021,1,115.7991638,40.5622139
1022,1,115.8033524,40.5638351
1023,1,115.8081436,40.5659256
1024,1,115.8123245,40.5693817
1025,1,115.8144073,40.5712204
1026,1,115.8161926,40.5730591
1027,1,115.8179626,40.5769577
1028,1,115.8176346,40.5801544
1029,1,115.8170013,40.5831223
1030,1,115.8175888,40.58564
1031,1,115.8184662,40.5881577
1032,1,115.8211441,40.590004
1033,1,115.8247528,40.5913963
1034,1,115.8280487,40.5925598
1035,1,115.8325424,40.5930405
1036,1,115.8379593,40.5937576
1037,1,115.8439636,40.5933342
1038,1,115.849678,40.5935936
1039,1,115.8559952,40.5938606
1040,1,115.8619995,40.5943527
1041,1,115.8674088,40.5950661
1042,1,115.8719101,40.5960045
1043,1,115.8749008,40.5976219
1044,1,115.8784866,40.6006126
1045,1,115.8802643,40.6033669
1046,1,115.8811569,40.6051979
1047,1,115.8844376,40.6086464
1048,1,115.8871307,40.6104851
1049,1,115.8949203,40.6141853
1050,1,115.9009094,40.6169586
1051,1,115.9057083,40.6188126
1052,1,115.9102097,40.6195221
1053,1,115.9141312,40.6193123
1054,1,115.9180374,40.6186485
1055,1,115.9231644,40.6173019
1056,1,115.9276886,40.6150398
1057,1,115.9352417,40.6105042
1058,1,115.9397736,40.6077843
1059,1,115.948822,40.6041718
1060,1,115.9527435,40.6023598
1061,1,115.9572601,40.6000977
1062,1,115.9620895,40.59692
1063,1,115.9666214,40.5946541
1064,1,115.9678497,40.5910034
1065,1,115.9681702,40.5889473
1066,1,115.9687805,40.5866623
1067,1,115.9715118,40.5830154
1068,1,115.976326,40.5818939
1069,1,115.9808426,40.5812302
1070,1,115.9865417,40.5819397
1071,1,115.9904404,40.5828705
1072,1,115.9934464,40.584713
1073,1,115.9967346,40.5872421
1074,1,116.0000229,40.5897713
1075,1,116.0033188,40.5923042
1076,1,116.0063171,40.5936852
1077,1,116.0093155,40.5950737
1078,1,116.0138092,40.5964622
1079,1,116.0204163,40.5987778
1080,1,116.0282288,40.6001778
1081,1,116.0369263,40.6027222
1082,1,116.0429382,40.6045761
1083,1,116.0471344,40.6059685
1084,1,116.0522385,40.6078148
1085,1,116.0597458,40.608757
1086,1,116.0669556,40.610157
1087,1,116.0717697,40.6108551
1088,1,116.0822906,40.6118126
1089,1,116.0912933,40.6155014
1090,1,116.0985031,40.6166687
1091,1,116.1051025,40.620121
1092,1,116.1083984,40.6224174
1093,1,116.1099014,40.6242485
1094,1,116.1104889,40.6267662
1095,1,116.1104813,40.6285973
1096,1,116.1098709,40.6306534
1097,1,116.1083527,40.6329308
1098,1,116.1071396,40.6363564
1099,1,116.1082993,40.6429863
1100,1,116.1088791,40.6484756
1101,1,116.1103745,40.6525955
1102,1,116.1133652,40.6578598
1103,1,116.1169586,40.6606178
1104,1,116.1202621,40.6624565
1105,1,116.1253662,40.6638412
1106,1,116.1289825,40.6631699
1107,1,116.1347046,40.6615868
1108,1,116.1407242,40.6618347
1109,1,116.147934,40.6643715
1110,1,116.1554565,40.6680489
1111,1,116.1572418,40.671257
1112,1,116.1578369,40.6735458
1113,1,116.1584244,40.6769753
1114,1,116.1593018,40.6829185
1115,1,116.1574783,40.6893158
1116,1,116.1562347,40.6977692
1117,1,116.1583252,40.7021179
1118,1,116.1643372,40.7083054
1119,1,116.1709366,40.7117538
1120,1,116.1763535,40.714283
1121,1,116.1820755,40.7165833
1122,1,116.1907959,40.7195778
1123,1,116.1995163,40.7223434
1124,1,116.2037354,40.7257843
1125,1,116.206131,40.7287598
1126,1,116.2070313,40.7315063
1127,1,116.2082291,40.7337952
1128,1,116.2100067,40.7397461
1129,1,116.2130127,40.7466087
1130,1,116.2166138,40.7516479
1131,1,116.2196121,40.7557678
1132,1,116.2217102,40.7598877
1133,1,116.2223129,40.7628593
1134,1,116.2235031,40.7667503
1135,1,116.2249985,40.7701797
1136,1,116.2264938,40.7726974
1137,1,116.2264938,40.7756691
1138,1,116.2267838,40.7795563
1139,1,116.2270737,40.7829895
1140,1,116.2288742,40.7861938
1141,1,116.2333908,40.7887154
1142,1,116.2388153,40.7900963
1143,1,116.2421341,40.7898788
1144,1,116.2457504,40.7891998
1145,1,116.2496719,40.7869225
1146,1,116.2542038,40.7839584
1147,1,116.2608566,40.7787132
1148,1,116.2665939,40.7743835
1149,1,116.270813,40.770504
1150,1,116.2750397,40.7657127
1151,1,116.2807846,40.7600098
1152,1,116.2850037,40.7584152
1153,1,116.2895355,40.75774
1154,1,116.2949524,40.7593498
1155,1,116.2976532,40.7630081
1156,1,116.3027725,40.7659912
1157,1,116.306694,40.7691994
1158,1,116.3087921,40.7712555
1159,1,116.3136139,40.7740059
1160,1,116.3193436,40.7751579
1161,1,116.3247757,40.7756233
1162,1,116.3320084,40.7742615
1163,1,116.3410568,40.7733612
1164,1,116.352211,40.7717743
1165,1,116.3600464,40.7710953
1166,1,116.3703003,40.7722511
1167,1,116.3757172,40.7738571
1168,1,116.3799362,40.7763748
1169,1,116.3880768,40.7798119
1170,1,116.3941116,40.783474
1171,1,116.4010391,40.7864494
1172,1,116.4058685,40.786911
1173,1,116.4088821,40.7862282
1174,1,116.4115906,40.7843971
1175,1,116.4119034,40.7825699
1176,1,116.4115906,40.7795982
1177,1,116.4113007,40.7741127
1178,1,116.4128036,40.7709122
1179,1,116.4143143,40.7690887
1180,1,116.4176178,40.7672615
1181,1,116.4233475,40.7654305
1182,1,116.4308929,40.7649765
1183,1,116.4381256,40.7661247
1184,1,116.4441528,40.7672691
1185,1,116.4507828,40.7695618
1186,1,116.4541016,40.7716179
1187,1,116.4553146,40.7755051
1188,1,116.4580307,40.7784767
1189,1,116.4586334,40.7803078
1190,1,116.4592361,40.782135
1191,1,116.458931,40.78442
1192,1,116.458931,40.7869339
1193,1,116.4571304,40.7896767
1194,1,116.4556198,40.7919617
1195,1,116.4520111,40.7953873
1196,1,116.4462814,40.7995033
1197,1,116.4381409,40.8088684
1198,1,116.4306107,40.8157234
1199,1,116.4236755,40.8196106
1200,1,116.4143219,40.8244057
1201,1,116.4067688,40.8298874
1202,1,116.399231,40.8353653
1203,1,116.3935013,40.8413048
1204,1,116.3853531,40.8511238
1205,1,116.3790131,40.8582039
1206,1,116.3735733,40.8646011
1207,1,116.3678284,40.8703117
1208,1,116.3593674,40.8762436
1209,1,116.3539429,40.8792114
1210,1,116.3442612,40.8888016
1211,1,116.337616,40.8935928
1212,1,116.3321762,40.8965569
1213,1,116.3279419,40.9020348
1214,1,116.3255157,40.906147
1215,1,116.3246078,40.9109497
1216,1,116.3258057,40.9164352
1217,1,116.3276062,40.9246674
1218,1,116.3315277,40.93153
1219,1,116.3360596,40.9370232
1220,1,116.3421021,40.9397736
1221,1,116.3499603,40.9404678
1222,1,116.3551025,40.9413872
1223,1,116.3587189,40.9416237
1224,1,116.3623505,40.9413986
1225,1,116.3659821,40.940258
1226,1,116.3699112,40.9382057
1227,1,116.3723221,40.9345474
1228,1,116.3747406,40.9306679
1229,1,116.376564,40.9267845
1230,1,116.3783722,40.9226685
1231,1,116.3795929,40.9190102
1232,1,116.3832092,40.9139824
1233,1,116.3850327,40.909874
1234,1,116.3871384,40.9078178
1235,1,116.3934937,40.90485
1236,1,116.4031525,40.9025726
1237,1,116.4101028,40.9018898
1238,1,116.4143219,40.9014359
1239,1,116.4173508,40.9016685
1240,1,116.4221878,40.9023552
1241,1,116.4273224,40.9019012
1242,1,116.4321518,40.9014473
1243,1,116.4381943,40.9005356
1244,1,116.4424286,40.8984795
1245,1,116.4499664,40.894825
1246,1,116.4557037,40.8941422
1247,1,116.4605484,40.894371
1248,1,116.4653778,40.8957405
1249,1,116.4696045,40.9000893
1250,1,116.47052,40.9030571
1251,1,116.4705276,40.9071732
1252,1,116.4699173,40.911972
1253,1,116.4684143,40.9167709
1254,1,116.4641876,40.9213409
1255,1,116.4608688,40.9268303
1256,1,116.4566498,40.9332314
1257,1,116.4506073,40.9405441
1258,1,116.4472885,40.9446564
1259,1,116.4448776,40.9508286
1260,1,116.4436646,40.9570007
1261,1,116.441246,40.9643135
1262,1,116.4415588,40.9713974
1263,1,116.445488,40.9773445
1264,1,116.4521484,40.9807739
1265,1,116.4597092,40.9807777
1266,1,116.4654617,40.9805489
1267,1,116.4705887,40.979866
1268,1,116.4796677,40.978035
1269,1,116.4875259,40.977581
1270,1,116.4953918,40.9782639
1271,1,116.504158,40.9805489
1272,1,116.5123291,40.9830627
1273,1,116.518692,40.9858017
1274,1,116.5244446,40.9883156
1275,1,116.5314026,40.990139
1276,1,116.5392685,40.9899063
1277,1,116.5468292,40.9896774
1278,1,116.5552902,40.9876137
1279,1,116.5616455,40.9846382
1280,1,116.5667725,40.9823494
1281,1,116.571907,40.9802856
1282,1,116.5764465,40.9775429
1283,1,116.5818863,40.9773064
1284,1,116.5852051,40.978447
1285,1,116.5882339,40.9795876
1286,1,116.5906677,40.9807281
1287,1,116.5942917,40.983242
1288,1,116.5982437,40.9896355
1289,1,116.6025162,40.9980888
1290,1,116.6067657,41.0063133
1291,1,116.6092072,41.0122604
1292,1,116.6110458,41.0172844
1293,1,116.6116562,41.0213966
1294,1,116.6101532,41.0259705
1295,1,116.6071472,41.0305481
1296,1,116.6044388,41.034893
1297,1,116.6020355,41.0410652
1298,1,116.6020508,41.0451813
1299,1,116.6078262,41.0531731
1300,1,116.6148071,41.0581932
1301,1,116.6217804,41.0604744
1302,1,116.6305618,41.0611496
1303,1,116.6372223,41.0602264
1304,1,116.642662,41.0577011
1305,1,116.6502075,41.0547218
1306,1,116.6583786,41.0508232
1307,1,116.6674423,41.0469208
1308,1,116.6725769,41.0457726
1309,1,116.6783218,41.0427895
1310,1,116.6828537,41.0391235
1311,1,116.6882782,41.034317
1312,1,116.6906738,41.0292816
1313,1,116.6885376,41.0244865
1314,1,116.686409,41.0219727
1315,1,116.685791,41.019001
1316,1,116.6848831,41.0169449
1317,1,116.6845474,41.0132904
1318,1,116.6790695,41.0041542
1319,1,116.6738968,40.9975357
1320,1,116.6720734,40.9936523
1321,1,116.6696167,40.9881706
1322,1,116.6686859,40.9822311
1323,1,116.6680756,40.9785728
1324,1,116.6698608,40.9724007
