OBJECTID,ORIG_FID,x,y
296,1,117.2541809,40.3326225
297,1,117.2571411,40.3298607
298,1,117.2597809,40.3255005
299,1,117.2632904,40.3199921
300,1,117.2650299,40.3154068
301,1,117.2685471,40.3096657
302,1,117.2738495,40.3034592
303,1,117.2785797,40.2983971
304,1,117.2829895,40.292881
305,1,117.2883224,40.2887268
306,1,117.2933502,40.2843475
307,1,117.302269,40.2806282
308,1,117.3129883,40.2764359
309,1,117.3189392,40.2745628
310,1,117.3216095,40.2722588
311,1,117.3239746,40.2704124
312,1,117.3236542,40.2637749
313,1,117.3257217,40.2617073
314,1,117.3274918,40.2594109
315,1,117.3289642,40.2573395
316,1,117.3304291,40.2548141
317,1,117.3321915,40.2509155
318,1,117.3333511,40.2477036
319,1,117.3356934,40.2433434
320,1,117.3380508,40.2401276
321,1,117.341301,40.2366753
322,1,117.3448486,40.233223
323,1,117.3481293,40.2318344
324,1,117.3514023,40.2308998
325,1,117.3567657,40.2299538
326,1,117.360939,40.2292442
327,1,117.3651199,40.2287636
328,1,117.3701935,40.2285042
329,1,117.3758698,40.2284737
330,1,117.3809509,40.2286682
331,1,117.3806839,40.2210579
332,1,117.3818359,40.217617
333,1,117.3829803,40.2146378
334,1,117.3841095,40.2105141
335,1,117.3834763,40.2075462
336,1,117.3822403,40.2054977
337,1,117.3792267,40.2034683
338,1,117.3762054,40.2014351
339,1,117.3740692,40.1984787
340,1,117.3719406,40.1959839
341,1,117.3706894,40.1927948
342,1,117.3718491,40.1898155
343,1,117.3741989,40.1868248
344,1,117.377449,40.1851997
345,1,117.3804092,40.1826591
346,1,117.3815689,40.1810532
347,1,117.382431,40.177845
348,1,117.3820801,40.1744194
349,1,117.3805618,40.1726036
350,1,117.3748703,40.1719627
351,1,117.368309,40.1726952
352,1,117.3593521,40.1727715
353,1,117.356041,40.1709671
354,1,117.3518066,40.1678047
355,1,117.3487701,40.1637115
356,1,117.3453979,40.1584816
357,1,117.3423309,40.1521034
358,1,117.3386688,40.1466446
359,1,117.3356323,40.143013
360,1,117.3317184,40.1407585
361,1,117.3259811,40.1364594
362,1,117.3173065,40.1358376
363,1,117.3119278,40.1354218
364,1,117.3062439,40.1343193
365,1,117.3002548,40.1327667
366,1,117.2966461,40.1307335
367,1,117.2918243,40.1278
368,1,117.2852325,40.1257896
369,1,117.2822189,40.1230659
370,1,117.2794724,40.1198883
371,1,117.2755356,40.1148872
372,1,117.2731323,40.113533
373,1,117.2686386,40.1119652
374,1,117.2647324,40.1110802
375,1,117.2596512,40.1104279
376,1,117.2539825,40.1106949
377,1,117.2480164,40.110054
378,1,117.2396545,40.1094246
379,1,117.2327805,40.1090126
380,1,117.2276993,40.1088181
381,1,117.2226105,40.1065674
382,1,117.2162933,40.102951
383,1,117.2105713,40.0981903
384,1,117.2069473,40.0954704
385,1,117.2015228,40.0902443
386,1,117.1973038,40.0866165
387,1,117.1951828,40.0845757
388,1,117.1835327,40.0830498
389,1,117.1760483,40.0810394
390,1,117.1667709,40.0781212
391,1,117.1604691,40.0749664
392,1,117.1556549,40.0717964
393,1,117.1496582,40.0686302
394,1,117.1448669,40.0672874
395,1,117.1376877,40.0652733
396,1,117.1293335,40.0644073
397,1,117.1218872,40.0653648
398,1,117.1138458,40.0663223
399,1,117.1042938,40.0659256
400,1,117.0935516,40.0659828
401,1,117.0819244,40.0662727
402,1,117.074173,40.0658531
403,1,117.0643234,40.0647621
404,1,117.0574493,40.0636597
405,1,117.0511551,40.0607185
406,1,117.0445633,40.0564117
407,1,117.039444,40.0518646
408,1,117.0349274,40.0477715
409,1,117.0295334,40.0441437
410,1,117.0244293,40.040741
411,1,117.0196304,40.0377922
412,1,117.0124359,40.0343971
413,1,117.0061722,40.0328293
414,1,116.9986954,40.0308075
415,1,116.9891663,40.0308495
416,1,116.97995,40.0334053
417,1,116.9710236,40.036644
418,1,116.9654007,40.0400963
419,1,116.9615555,40.0444565
420,1,116.9590454,40.0477715
421,1,116.9565201,40.0474472
422,1,116.9520493,40.0479279
423,1,116.9431152,40.0491066
424,1,116.9320679,40.0468636
425,1,116.9213181,40.0453033
426,1,116.9138641,40.0453377
427,1,116.9055252,40.0458221
428,1,116.894783,40.0454102
429,1,116.8873367,40.045208
430,1,116.8774796,40.043644
431,1,116.8664398,40.0420837
432,1,116.8580933,40.0423393
433,1,116.8506393,40.0437355
434,1,116.8434982,40.0453568
435,1,116.8360519,40.0453796
436,1,116.8279877,40.0433502
437,1,116.819931,40.0415459
438,1,116.8133469,40.0390511
439,1,116.8079681,40.0365562
440,1,116.8028793,40.033371
441,1,116.798996,40.0317802
442,1,116.7930298,40.0308838
443,1,116.7861786,40.0302162
444,1,116.7793198,40.0297775
445,1,116.7742462,40.0295639
446,1,116.7694778,40.0298042
447,1,116.7614288,40.0293655
448,1,116.7590485,40.0284576
449,1,116.755455,40.0268669
450,1,116.753952,40.0250435
451,1,116.7527466,40.0227623
452,1,116.753624,40.0193329
453,1,116.7536163,40.0175056
454,1,116.7537537,40.0162621
455,1,116.7538986,40.0149841
456,1,116.7547836,40.0122414
457,1,116.7568512,40.0092621
458,1,116.7592163,40.0060616
459,1,116.7704773,40.0017967
460,1,116.7709579,39.9952316
461,1,116.767746,39.9871407
462,1,116.7619858,39.9760056
463,1,116.7572708,39.9681053
464,1,116.7596436,39.9617577
465,1,116.7682724,39.9553452
466,1,116.7756882,39.9491348
467,1,116.7773819,39.9377403
468,1,116.776268,39.9294739
469,1,116.7785416,39.9183197
470,1,116.7798538,39.9089699
471,1,116.7807465,39.902359
472,1,116.781395,39.8943672
473,1,116.787056,39.8874207
474,1,116.7923813,39.8830414
475,1,116.7957077,39.8803253
476,1,116.8043976,39.8787193
477,1,116.8162079,39.8806267
478,1,116.8264084,39.8786011
479,1,116.8323975,39.8707466
480,1,116.838089,39.8631096
481,1,116.842659,39.8604813
482,1,116.847229,39.858078
483,1,116.8502579,39.8567848
484,1,116.856308,39.8541946
485,1,116.8661575,39.853302
486,1,116.8749161,39.85009
487,1,116.8826294,39.8436508
488,1,116.8902969,39.8378944
489,1,116.9024277,39.839344
490,1,116.9042511,39.8453407
491,1,116.9067307,39.8499756
492,1,116.9113693,39.8455467
493,1,116.9145126,39.8372803
494,1,116.9176407,39.8283272
495,1,116.9213486,39.8184547
496,1,116.9265823,39.8108559
497,1,116.932724,39.8048515
498,1,116.9382782,39.7999954
499,1,116.9432297,39.7940025
500,1,116.9466476,39.7848167
501,1,116.9477692,39.7802315
502,1,116.9473877,39.7747383
503,1,116.9425583,39.7699776
504,1,116.9351501,39.7705002
505,1,116.9292679,39.7737579
506,1,116.9232788,39.770607
507,1,116.9181671,39.7667618
508,1,116.9127884,39.7642937
509,1,116.9032516,39.7609406
510,1,116.9008179,39.7568436
511,1,116.9051666,39.7506294
512,1,116.9077148,39.7428246
513,1,116.9013901,39.7360153
514,1,116.8960114,39.7333145
515,1,116.8897095,39.729248
516,1,116.8866577,39.7226372
517,1,116.8919983,39.7031403
518,1,116.8954697,39.6980743
519,1,116.9000549,39.6875076
520,1,116.900528,39.6797218
521,1,116.8874588,39.6775436
522,1,116.8794327,39.6762428
523,1,116.8693314,39.6749535
524,1,116.8618851,39.6722679
525,1,116.8484344,39.6639137
526,1,116.8433151,39.6584587
527,1,116.8375854,39.6511841
528,1,116.8336411,39.6454926
529,1,116.8323822,39.639782
530,1,116.832901,39.6349754
531,1,116.8330841,39.626503
532,1,116.8291702,39.6219597
533,1,116.8172379,39.616333
534,1,116.8062592,39.6133575
535,1,116.80056,39.6117706
536,1,116.7937622,39.6098824
537,1,116.7895508,39.6053391
538,1,116.7859421,39.6007843
539,1,116.7799606,39.5962524
540,1,116.7713852,39.5976906
541,1,116.7643585,39.6039276
542,1,116.759079,39.6076279
543,1,116.7517471,39.6129456
544,1,116.7458572,39.6157379
545,1,116.7396851,39.618988
546,1,116.7358932,39.6233635
547,1,116.7272568,39.6197662
548,1,116.7250671,39.6196213
549,1,116.7115479,39.6187325
550,1,116.7000046,39.619503
551,1,116.7011032,39.6124001
552,1,116.7066879,39.6089287
553,1,116.7119827,39.606144
554,1,116.7181625,39.6031227
555,1,116.723114,39.5969086
556,1,116.7174149,39.5907669
557,1,116.7099915,39.589447
558,1,116.7014465,39.5922585
559,1,116.6935043,39.5964317
560,1,116.6840973,39.6017609
561,1,116.6737595,39.6048088
562,1,116.6645966,39.6050987
563,1,116.6557236,39.6060715
564,1,116.6435852,39.6061516
565,1,116.6305695,39.6076088
566,1,116.6123123,39.6164246
567,1,116.6064682,39.6242447
568,1,116.6006165,39.6309204
569,1,116.5887527,39.6282463
570,1,116.5783386,39.6248741
571,1,116.5697174,39.6217194
572,1,116.5634613,39.6180954
573,1,116.5580902,39.6142387
574,1,116.5515366,39.6099243
575,1,116.5452652,39.6053848
576,1,116.5387268,39.603363
577,1,116.5259781,39.6006889
578,1,116.5185242,39.5963821
579,1,116.5163956,39.5909004
580,1,116.5154648,39.5863304
581,1,116.513031,39.5794754
582,1,116.5111923,39.5726204
583,1,116.4998093,39.5594025
584,1,116.4914856,39.5546417
585,1,116.4801636,39.5457764
586,1,116.4685593,39.5389671
587,1,116.4599533,39.5355797
588,1,116.4492798,39.5328865
589,1,116.4368057,39.528141
590,1,116.4249344,39.5231667
591,1,116.4133606,39.5174942
592,1,116.4047852,39.5182228
593,1,116.3985596,39.5157356
594,1,116.4005737,39.5093155
595,1,116.402298,39.5035858
596,1,116.4063873,39.4973831
597,1,116.4122467,39.49049
598,1,116.4237595,39.4881477
599,1,116.4358444,39.4853439
600,1,116.4425888,39.4789047
601,1,116.4442902,39.4699669
602,1,116.4459686,39.4589729
603,1,116.4491272,39.4437294
604,1,116.4471283,39.4438248
605,1,116.4387894,39.4441109
606,1,116.430748,39.4452477
607,1,116.4205933,39.4472351
608,1,116.4056778,39.4500084
609,1,116.3972855,39.4522781
610,1,116.383255,39.4550705
611,1,116.369957,39.4549026
612,1,116.3579102,39.4531708
613,1,116.3459396,39.4502983
614,1,116.3374786,39.4537086
615,1,116.3290939,39.4619255
616,1,116.3191986,39.4703255
617,1,116.3096008,39.4789658
618,1,116.2998505,39.4843979
619,1,116.2913589,39.4884872
620,1,116.2801895,39.4929581
621,1,116.2668686,39.4987297
622,1,116.2544708,39.5040741
623,1,116.2448807,39.5065269
624,1,116.24263,39.5098915
625,1,116.2406387,39.5139503
626,1,116.2393494,39.515976
627,1,116.2388916,39.5196953
628,1,116.2383499,39.5239601
629,1,116.2367554,39.5319214
630,1,116.2364807,39.543129
631,1,116.2360077,39.5520439
632,1,116.2324753,39.5574265
633,1,116.2192154,39.5675468
634,1,116.2165604,39.5729637
635,1,116.2166748,39.5759888
636,1,116.211998,39.5773201
637,1,116.1951447,39.5796585
638,1,116.1830139,39.5810623
639,1,116.1699982,39.5822411
640,1,116.1593323,39.5813522
641,1,116.1498566,39.5783997
642,1,116.1453934,39.574749
643,1,116.1406403,39.5706444
644,1,116.1358948,39.5667648
645,1,116.1243439,39.56633
646,1,116.1110306,39.5679626
647,1,116.1009903,39.5723343
648,1,116.0918198,39.5744133
649,1,116.085022,39.5751114
650,1,116.0731735,39.5742149
651,1,116.062233,39.5742378
652,1,116.0364761,39.575882
653,1,116.0240555,39.5786438
654,1,116.0157776,39.5793419
655,1,116.0054245,39.5811844
656,1,115.9909363,39.5880737
657,1,115.9826584,39.5926552
658,1,115.9743652,39.5899239
659,1,115.9731674,39.5825996
660,1,115.9698944,39.5739021
661,1,115.9583359,39.5688782
662,1,115.9476852,39.5725479
663,1,115.9382248,39.5789642
664,1,115.9335022,39.5858345
665,1,115.9308548,39.590416
666,1,115.9264145,39.5968246
667,1,115.9202042,39.5998039
668,1,115.9130936,39.5984344
669,1,115.905983,39.5915718
670,1,115.9071579,39.5840187
671,1,115.9083328,39.5762367
672,1,115.9047699,39.5702896
673,1,115.9018097,39.5654793
674,1,115.8899612,39.559536
675,1,115.8810883,39.5588493
676,1,115.8748703,39.5581627
677,1,115.8656998,39.5570221
678,1,115.8517914,39.5549622
679,1,115.8420181,39.5519867
680,1,115.8322601,39.5492401
681,1,115.8254471,39.5448875
682,1,115.8198395,39.5407677
683,1,115.8142166,39.534359
684,1,115.8091812,39.5277214
685,1,115.8074036,39.52314
686,1,115.8038559,39.5137558
687,1,115.7935104,39.5130653
688,1,115.7840576,39.5112305
689,1,115.7745895,39.5096207
690,1,115.7633514,39.5105286
691,1,115.7512207,39.5134964
692,1,115.7458878,39.5194397
693,1,115.74263,39.5247002
694,1,115.7405624,39.5301933
695,1,115.7384796,39.534996
696,1,115.736412,39.5407143
697,1,115.7310791,39.5464287
698,1,115.7260437,39.5530624
699,1,115.7147903,39.5594635
700,1,115.7088699,39.5603714
701,1,115.6982193,39.5587578
702,1,115.692009,39.5603485
703,1,115.6866684,39.5635452
704,1,115.6834106,39.568119
705,1,115.6819077,39.5758972
706,1,115.6813126,39.5855064
707,1,115.6812973,39.5903168
708,1,115.6792068,39.5964928
709,1,115.674469,39.6024399
710,1,115.6655807,39.6028786
711,1,115.6593704,39.6035576
712,1,115.6504745,39.604229
713,1,115.6409988,39.6051292
714,1,115.6099243,39.6023216
715,1,115.5986786,39.6002388
716,1,115.5912704,39.5986214
717,1,115.5696716,39.5974274
718,1,115.5622635,39.5990105
719,1,115.5545425,39.6035728
720,1,115.5506821,39.6076813
721,1,115.5447311,39.6147614
722,1,115.5385132,39.61726
723,1,115.5222015,39.6217957
724,1,115.5153809,39.6245232
725,1,115.5112076,39.6306915
726,1,115.5129623,39.6368752
727,1,115.5082016,39.6407509
728,1,115.5019836,39.64188
729,1,115.496048,39.643692
730,1,115.489212,39.6475601
731,1,115.4770279,39.655304
732,1,115.4683609,39.6719856
733,1,115.4715958,39.6770325
734,1,115.4754333,39.6825333
735,1,115.479538,39.6905594
736,1,115.4836197,39.7052155
737,1,115.4841919,39.7111664
738,1,115.4853439,39.7191849
739,1,115.4882736,39.7269745
740,1,115.4855347,39.7420692
741,1,115.4816437,39.7491493
742,1,115.4718399,39.7509499
743,1,115.464119,39.7518425
744,1,115.455513,39.7529564
745,1,115.4495773,39.753624
746,1,115.4394913,39.7549629
747,1,115.4323425,39.7579117
748,1,115.4266815,39.7620087
749,1,115.4222107,39.7663422
750,1,115.4192047,39.7713699
751,1,115.4185944,39.7761726
752,1,115.4274826,39.780323
753,1,115.4339905,39.7837791
754,1,115.4428787,39.787014
755,1,115.4538422,39.7918549
756,1,115.4668732,39.7967033
757,1,115.4787292,39.8008614
758,1,115.4912109,39.7976952
759,1,115.4986496,39.7933693
760,1,115.5096436,39.7936287
761,1,115.5229874,39.7966423
762,1,115.5327759,39.7982712
763,1,115.5401917,39.7992058
764,1,115.5461273,39.8010521
765,1,115.5535355,39.8045006
766,1,115.5588684,39.8070297
767,1,115.5633087,39.8109322
768,1,115.5638962,39.8141556
769,1,115.5643463,39.8166199
770,1,115.5617905,39.8207664
771,1,115.552269,39.825779
772,1,115.5421524,39.8289604
773,1,115.5341339,39.8314514
774,1,115.5261078,39.8337173
775,1,115.5138779,39.8451309
776,1,115.5111618,39.8533592
777,1,115.5114441,39.8586235
778,1,115.5138016,39.8627472
779,1,115.5170517,39.8671036
780,1,115.521492,39.8723793
781,1,115.5241394,39.8790207
782,1,115.5181732,39.8835869
783,1,115.511322,39.8869972
784,1,115.5095215,39.8917923
785,1,115.510994,39.8963776
786,1,115.5142288,39.9041672
787,1,115.5124283,39.9089661
788,1,115.5094223,39.913765
789,1,115.5049515,39.9178696
790,1,115.4983826,39.923111
791,1,115.4870529,39.9299431
792,1,115.478714,39.9333534
793,1,115.4703522,39.9390411
794,1,115.4629059,39.9431419
795,1,115.4488831,39.9506454
796,1,115.4381638,39.9522095
797,1,115.4283447,39.9526329
798,1,115.4176178,39.9546547
799,1,115.4149094,39.959446
800,1,115.4166718,39.9660912
801,1,115.4202042,39.9729652
802,1,115.4258118,39.9807701
803,1,115.4332123,39.9890327
804,1,115.4379425,39.9940834
805,1,115.4416962,40.001812
806,1,115.438942,40.0072136
807,1,115.4394913,40.0101891
808,1,115.4391327,40.0142975
809,1,115.4390717,40.0184097
810,1,115.4393234,40.0223007
811,1,115.4404602,40.0257378
812,1,115.441925,40.0280418
813,1,115.4436874,40.0296516
814,1,115.4466324,40.0315056
815,1,115.4498978,40.0329094
816,1,115.456398,40.0370865
817,1,115.4634857,40.0414963
818,1,115.4717636,40.0459099
819,1,115.4782791,40.0500832
820,1,115.4835892,40.0540161
821,1,115.4874191,40.0577087
822,1,115.4927139,40.0620995
823,1,115.4983215,40.0667152
824,1,115.5057144,40.071125
825,1,115.5115967,40.0766335
826,1,115.5157471,40.0787544
827,1,115.51931,40.0808411
828,1,115.5237503,40.0827103
829,1,115.5285034,40.0848083
830,1,115.532959,40.0859871
831,1,115.536499,40.0892181
832,1,115.5435791,40.0952187
833,1,115.5465393,40.0970726
834,1,115.5509796,40.0996246
835,1,115.5548401,40.1010246
836,1,115.562912,40.0999565
837,1,115.5671005,40.0983887
838,1,115.5737,40.0963821
839,1,115.5787735,40.0959663
840,1,115.5838547,40.0953217
841,1,115.5874252,40.0962677
842,1,115.5906906,40.0978966
843,1,115.5933304,40.1011124
844,1,115.5938873,40.1054611
845,1,115.5944138,40.1102676
846,1,115.5961609,40.1139374
847,1,115.5990906,40.1176186
848,1,115.6041412,40.1197166
849,1,115.6074219,40.1206551
850,1,115.6128082,40.1193237
851,1,115.620575,40.1187019
852,1,115.6280441,40.1180725
853,1,115.6360855,40.1197319
854,1,115.6426239,40.1218414
855,1,115.6497498,40.1257782
856,1,115.6580582,40.1301842
857,1,115.6648788,40.1334343
858,1,115.668457,40.1346016
859,1,115.6744003,40.1371574
860,1,115.6803589,40.137661
861,1,115.6839371,40.137455
862,1,115.6896286,40.1361275
863,1,115.6965179,40.1348038
864,1,115.7031021,40.1327934
865,1,115.7108688,40.1317062
866,1,115.7162476,40.1315117
867,1,115.7249146,40.131115
868,1,115.7323608,40.1325378
869,1,115.7403946,40.1355591
870,1,115.7457428,40.1381111
871,1,115.7510757,40.1424904
872,1,115.7549133,40.1464005
873,1,115.7563858,40.1493797
874,1,115.7551498,40.1525688
875,1,115.7530365,40.155983
876,1,115.7521057,40.1594086
877,1,115.7520599,40.1632919
878,1,115.7541046,40.1676483
879,1,115.7603455,40.1713448
880,1,115.768364,40.1755104
881,1,115.7722244,40.1782761
882,1,115.7772827,40.1803703
