orderid,userid,bikeid,count_bike,start_time,end_time,start_location_x,start_location_y,end_location_x,end_location_y
47266,3997,2798,0,2016/8/1 6:20,2016/8/1 6:32,121.493,31.221,121.481,31.213
47263,2943,62719,0,2016/8/1 6:20,2016/8/1 6:29,121.479,31.321,121.492,31.32
47260,7541,114122,0,2016/8/1 6:20,2016/8/1 6:23,121.423,31.212,121.42,31.215
47262,6154,55404,0,2016/8/1 6:20,2016/8/1 6:28,121.482,31.256,121.488,31.25800000000001
47256,1820,57597,0,2016/8/1 6:20,2016/8/1 6:38,121.448,31.28,121.441,31.267
47252,6532,94934,0,2016/8/1 6:20,2016/8/1 6:25,121.414,31.146,121.412,31.151
47255,7198,7154,0,2016/8/1 6:20,2016/8/1 6:36,121.446,31.186,121.438,31.196
47258,6481,58737,0,2016/8/1 6:20,2016/8/1 6:24,121.436,31.318,121.44,31.321
47267,2188,114154,0,2016/8/1 6:21,2016/8/1 6:41,121.427,31.272,121.454,31.271
47269,4952,74160,0,2016/8/1 6:21,2016/8/1 6:28,121.422,31.279,121.42,31.287
47272,6924,81151,1,2016/8/1 6:21,2016/8/1 6:30,121.423,31.264,121.41,31.267
47273,2058,61021,0,2016/8/1 6:21,2016/8/1 6:25,121.357,31.17,121.355,31.166
47274,895,110846,0,2016/8/1 6:21,2016/8/1 6:32,121.525,31.22,121.529,31.226
47279,1446,109691,0,2016/8/1 6:22,2016/8/1 6:36,121.5,31.308000000000003,121.528,31.309
47275,4452,112632,0,2016/8/1 6:22,2016/8/1 6:28,121.376,31.31,121.373,31.322
47277,6339,115995,1,2016/8/1 6:22,2016/8/1 6:28,121.496,31.21,121.504,31.211
47280,1863,16824,0,2016/8/1 6:22,2016/8/1 6:37,121.471,31.198,121.457,31.212
47286,376,124975,0,2016/8/1 6:23,2016/8/1 6:48,121.594,31.255,121.562,31.237
47285,459,22627,0,2016/8/1 6:23,2016/8/1 6:30,121.496,31.211,121.49,31.201
47294,4889,117233,0,2016/8/1 6:24,2016/8/1 6:53,121.477,31.264,121.494,31.294
47291,125,109651,0,2016/8/1 6:24,2016/8/1 6:27,121.535,31.321,121.532,31.323
47289,3950,116844,0,2016/8/1 6:24,2016/8/1 6:35,121.485,31.094,121.504,31.095
47292,7312,47357,0,2016/8/1 6:24,2016/8/1 6:30,121.372,31.209,121.367,31.217
47293,4428,5970,0,2016/8/1 6:24,2016/8/1 6:35,121.442,31.178,121.438,31.169
47311,5838,116076,0,2016/8/1 6:25,2016/8/1 6:37,121.452,31.183000000000003,121.445,31.195
47300,1481,77152,0,2016/8/1 6:25,2016/8/1 6:42,121.471,31.292,121.485,31.302
47313,6139,16914,0,2016/8/1 6:25,2016/8/1 6:35,121.435,31.143,121.433,31.151
47310,5759,51327,0,2016/8/1 6:25,2016/8/1 6:34,121.493,31.276,121.501,31.269
47307,4352,70304,0,2016/8/1 6:25,2016/8/1 6:40,121.532,31.329,121.531,31.306
47308,7322,47605,0,2016/8/1 6:25,2016/8/1 6:36,121.398,31.215,121.413,31.212
47306,5728,52162,0,2016/8/1 6:25,2016/8/1 6:33,121.533,31.275,121.526,31.281
47309,6712,111786,0,2016/8/1 6:25,2016/8/1 6:30,121.421,31.249,121.422,31.255
47304,3212,75857,0,2016/8/1 6:25,2016/8/1 6:35,121.484,31.248,121.496,31.247
47301,7581,65439,0,2016/8/1 6:25,2016/8/1 6:32,121.475,31.283,121.478,31.275
47298,4305,85272,0,2016/8/1 6:25,2016/8/1 6:34,121.384,31.278,121.389,31.268
47297,4208,117422,0,2016/8/1 6:25,2016/8/1 6:36,121.522,31.283,121.518,31.275
47296,4721,120737,0,2016/8/1 6:25,2016/8/1 6:27,121.517,31.307,121.516,31.304
47305,6021,104419,0,2016/8/1 6:25,2016/8/1 6:28,121.405,31.267,121.402,31.264
47302,6748,106683,0,2016/8/1 6:25,2016/8/1 6:39,121.471,31.308000000000003,121.486,31.302
47312,7675,43105,0,2016/8/1 6:26,2016/8/1 6:34,121.45,31.26,121.445,31.269
47315,6527,95993,0,2016/8/1 6:26,2016/8/1 6:32,121.486,31.315,121.485,31.318
47316,4527,78518,0,2016/8/1 6:26,2016/8/1 6:36,121.45,31.213,121.444,31.217
47319,2176,21556,0,2016/8/1 6:26,2016/8/1 6:48,121.446,31.193,121.447,31.19
47322,5813,76505,0,2016/8/1 6:27,2016/8/1 6:31,121.482,31.314,121.485,31.318
47323,2586,116924,0,2016/8/1 6:27,2016/8/1 6:35,121.49,31.306,121.486,31.3
47324,6480,84828,0,2016/8/1 6:27,2016/8/1 6:35,121.431,31.335,121.438,31.326
47321,867,119902,0,2016/8/1 6:27,2016/8/1 6:41,121.412,31.12,121.402,31.129
47336,5839,63192,0,2016/8/1 6:28,2016/8/1 6:47,121.542,31.26,121.562,31.273000000000003
47329,1357,5404,0,2016/8/1 6:28,2016/8/1 6:37,121.501,31.219,121.504,31.21
47334,2103,66443,0,2016/8/1 6:28,2016/8/1 7:18,121.526,31.254,121.472,31.209
47325,7061,115392,0,2016/8/1 6:28,2016/8/1 6:33,121.41,31.131,121.403,31.13
47330,6214,65322,0,2016/8/1 6:28,2016/8/1 6:37,121.486,31.314,121.485,31.302
47348,3286,58348,0,2016/8/1 6:29,2016/8/1 6:42,121.362,31.259,121.356,31.241
47347,3384,34001,0,2016/8/1 6:29,2016/8/1 6:35,121.499,31.288,121.506,31.283
47345,4721,120737,1,2016/8/1 6:29,2016/8/1 8:54,121.516,31.304,121.515,31.305
47344,7313,79869,0,2016/8/1 6:29,2016/8/1 6:37,121.46,31.317,121.459,31.311
47340,4531,39552,0,2016/8/1 6:29,2016/8/1 6:37,121.461,31.308000000000003,121.448,31.307
47343,7463,31406,0,2016/8/1 6:29,2016/8/1 6:35,121.532,31.312,121.526,31.316
47333,7156,25654,0,2016/8/1 6:29,2016/8/1 6:41,121.452,31.257,121.456,31.245
47355,6627,69585,0,2016/8/1 6:30,2016/8/1 6:35,121.464,31.248,121.468,31.252
47346,7940,72927,0,2016/8/1 6:30,2016/8/1 6:32,121.403,31.248,121.407,31.25
47360,713,119363,0,2016/8/1 6:30,2016/8/1 6:39,121.362,31.20300000000001,121.36,31.217
47351,2741,99487,0,2016/8/1 6:30,2016/8/1 6:37,121.406,31.283,121.421,31.284
47353,90,61757,0,2016/8/1 6:30,2016/8/1 6:38,121.5,31.336,121.506,31.329
47357,5390,72262,0,2016/8/1 6:30,2016/8/1 6:36,121.411,31.287,121.421,31.285
47361,4324,41480,0,2016/8/1 6:31,2016/8/1 6:35,121.531,31.263,121.533,31.268
47363,2540,20141,1,2016/8/1 6:31,2016/8/1 6:41,121.489,31.244,121.483,31.248
47359,7359,61950,0,2016/8/1 6:31,2016/8/1 6:39,121.554,31.287,121.553,31.279
47367,4399,123039,0,2016/8/1 6:31,2016/8/1 6:42,121.36,31.092,121.348,31.107
47379,4231,97434,0,2016/8/1 6:32,2016/8/1 6:37,121.429,31.349,121.433,31.353
47376,6264,70565,0,2016/8/1 6:32,2016/8/1 6:41,121.421,31.247,121.415,31.238000000000003
47384,1739,103909,0,2016/8/1 6:32,2016/8/1 6:36,121.493,31.294,121.494,31.29
47387,5753,105400,0,2016/8/1 6:32,2016/8/1 6:39,121.535,31.331,121.531,31.323
47390,2949,125006,0,2016/8/1 6:32,2016/8/1 6:38,121.473,31.31900000000001,121.48,31.32
47369,7830,47722,0,2016/8/1 6:32,2016/8/1 6:45,121.437,31.205,121.447,31.199
47378,2693,124927,2,2016/8/1 6:32,2016/8/1 6:42,121.505,31.263,121.504,31.257
47375,6424,67401,0,2016/8/1 6:32,2016/8/1 6:40,121.532,31.331,121.531,31.323
47380,6061,74784,0,2016/8/1 6:32,2016/8/1 6:41,121.375,31.254,121.389,31.256
47371,3739,115176,0,2016/8/1 6:32,2016/8/1 6:37,121.422,31.247,121.429,31.246
47374,4960,97106,0,2016/8/1 6:32,2016/8/1 6:44,121.439,31.307,121.448,31.306
47370,5383,92134,0,2016/8/1 6:32,2016/8/1 6:37,121.475,31.327,121.478,31.32
47368,7005,104423,0,2016/8/1 6:32,2016/8/1 6:36,121.479,31.237,121.484,31.233
47394,7695,113350,0,2016/8/1 6:33,2016/8/1 6:40,121.54,31.306,121.532,31.305
47382,5433,117144,0,2016/8/1 6:33,2016/8/1 6:38,121.416,31.137,121.413,31.141
47397,3290,106971,0,2016/8/1 6:33,2016/8/1 6:49,121.471,31.296,121.451,31.29300000000001
47391,6516,100272,0,2016/8/1 6:33,2016/8/1 6:55,121.388,31.262,121.415,31.238000000000003
47388,719,121867,0,2016/8/1 6:33,2016/8/1 6:38,121.482,31.282,121.474,31.283
47392,6038,88997,0,2016/8/1 6:33,2016/8/1 6:40,121.539,31.265,121.534,31.259
47402,931,50574,0,2016/8/1 6:33,2016/8/1 6:41,121.413,31.136,121.403,31.13
47407,2297,48183,0,2016/8/1 6:34,2016/8/1 6:42,121.382,31.187,121.381,31.19400000000001
47405,7694,19243,0,2016/8/1 6:34,2016/8/1 6:41,121.461,31.31,121.449,31.307
47403,6682,106937,0,2016/8/1 6:34,2016/8/1 6:39,121.449,31.25800000000001,121.458,31.259
47399,1828,33483,0,2016/8/1 6:34,2016/8/1 6:53,121.545,31.295,121.539,31.291
47396,4780,124245,0,2016/8/1 6:34,2016/8/1 6:43,121.322,31.282,121.324,31.288
47401,5757,125008,0,2016/8/1 6:34,2016/8/1 6:41,121.361,31.252,121.356,31.241
47400,1740,47872,0,2016/8/1 6:34,2016/8/1 6:38,121.393,31.272,121.39,31.269
47420,5910,120952,0,2016/8/1 6:35,2016/8/1 6:52,121.536,31.333,121.507,31.329
47417,4393,16610,0,2016/8/1 6:35,2016/8/1 7:08,121.401,31.276,121.449,31.291
47419,4111,7767,0,2016/8/1 6:35,2016/8/1 6:38,121.492,31.145,121.494,31.147
47413,5396,23859,0,2016/8/1 6:35,2016/8/1 6:59,121.552,31.226,121.553,31.22300000000001
47415,7138,13842,0,2016/8/1 6:35,2016/8/1 6:41,121.475,31.276,121.478,31.271
47414,5337,82978,0,2016/8/1 6:35,2016/8/1 6:43,121.474,31.317,121.467,31.313
47409,7328,26763,0,2016/8/1 6:35,2016/8/1 6:38,121.48,31.302,121.484,31.304
47412,7350,1239,0,2016/8/1 6:35,2016/8/1 6:47,121.404,31.19400000000001,121.42,31.207
47423,7687,26137,0,2016/8/1 6:36,2016/8/1 6:44,121.433,31.123,121.441,31.135
47427,5417,31583,0,2016/8/1 6:36,2016/8/1 6:43,121.543,31.295,121.535,31.287
47429,1344,49194,0,2016/8/1 6:36,2016/8/1 6:52,121.465,31.299,121.485,31.302
47425,1275,107406,0,2016/8/1 6:36,2016/8/1 6:46,121.426,31.148000000000003,121.431,31.151
47426,7490,61521,0,2016/8/1 6:36,2016/8/1 6:41,121.53,31.289,121.535,31.287
47424,618,52021,0,2016/8/1 6:36,2016/8/1 6:45,121.489,31.286,121.491,31.279
47430,7237,95095,0,2016/8/1 6:37,2016/8/1 6:43,121.48,31.311,121.484,31.305
47432,3798,111234,0,2016/8/1 6:37,2016/8/1 6:42,121.449,31.179,121.457,31.185
47435,7733,84200,0,2016/8/1 6:37,2016/8/1 6:41,121.487,31.282,121.49,31.277
47436,6047,31223,0,2016/8/1 6:37,2016/8/1 6:47,121.519,31.274,121.526,31.266
47437,4424,13025,0,2016/8/1 6:37,2016/8/1 6:40,121.409,31.216,121.416,31.218000000000004
47439,5041,5115,0,2016/8/1 6:37,2016/8/1 6:44,121.462,31.308000000000003,121.449,31.307
47441,4473,90526,0,2016/8/1 6:37,2016/8/1 6:43,121.402,31.183000000000003,121.409,31.18
47443,4503,8995,0,2016/8/1 6:37,2016/8/1 6:44,121.443,31.134,121.452,31.135
47444,7803,124014,0,2016/8/1 6:37,2016/8/1 6:49,121.471,31.297,121.485,31.302
47440,1172,111554,0,2016/8/1 6:37,2016/8/1 6:47,121.382,31.283,121.401,31.28
47446,7414,100403,0,2016/8/1 6:37,2016/8/1 7:46,121.513,31.254,121.516,31.253
47447,3911,44709,0,2016/8/1 6:38,2016/8/1 6:51,121.466,31.291,121.45,31.29300000000001
47445,6233,94419,0,2016/8/1 6:38,2016/8/1 6:50,121.476,31.303,121.483,31.29
47454,6132,56392,0,2016/8/1 6:38,2016/8/1 6:49,121.53,31.32800000000001,121.507,31.329
47451,6594,69636,0,2016/8/1 6:38,2016/8/1 6:44,121.541,31.318,121.538,31.313
47450,6960,2227,0,2016/8/1 6:38,2016/8/1 6:46,121.528,31.211,121.535,31.213
47452,7662,53697,0,2016/8/1 6:38,2016/8/1 6:49,121.493,31.307,121.514,31.299
47449,2943,14991,0,2016/8/1 6:38,2016/8/1 6:50,121.492,31.32,121.489,31.304
47459,7308,90740,0,2016/8/1 6:39,2016/8/1 6:51,121.528,31.267,121.512,31.25800000000001
47455,6274,20762,0,2016/8/1 6:39,2016/8/1 6:44,121.478,31.192,121.476,31.199
47457,608,42195,0,2016/8/1 6:39,2016/8/1 6:48,121.478,31.32800000000001,121.474,31.323
47488,5965,34696,0,2016/8/1 6:40,2016/8/1 6:45,121.4,31.269,121.402,31.264
47487,5023,125002,0,2016/8/1 6:40,2016/8/1 6:46,121.429,31.3,121.427,31.29300000000001
47485,2492,100300,1,2016/8/1 6:40,2016/8/1 7:05,121.405,31.25,121.377,31.252
47468,137,56849,0,2016/8/1 6:40,2016/8/1 7:44,121.404,31.291,121.478,31.269
47484,5949,84024,0,2016/8/1 6:40,2016/8/1 7:03,121.453,31.235,121.457,31.237
47471,8664,40256,0,2016/8/1 6:40,2016/8/1 6:47,121.412,31.276,121.422,31.274
47480,5520,54469,0,2016/8/1 6:40,2016/8/1 6:46,121.415,31.272,121.422,31.274
47479,2811,53029,0,2016/8/1 6:40,2016/8/1 6:45,121.516,31.311,121.508,31.312
47478,2340,76021,0,2016/8/1 6:40,2016/8/1 6:45,121.357,31.277,121.35,31.279
47477,6614,41965,0,2016/8/1 6:40,2016/8/1 6:45,121.361,31.176,121.365,31.17
47473,108,75812,0,2016/8/1 6:40,2016/8/1 6:44,121.358,31.174,121.364,31.176
47472,1952,19318,0,2016/8/1 6:40,2016/8/1 6:51,121.463,31.181,121.449,31.18
47470,3498,66188,0,2016/8/1 6:40,2016/8/1 6:44,121.465,31.281,121.467,31.286
47466,7472,66496,0,2016/8/1 6:40,2016/8/1 6:47,121.518,31.284,121.517,31.274
47460,5587,83146,0,2016/8/1 6:40,2016/8/1 6:46,121.53,31.263,121.534,31.26
47481,1372,93885,0,2016/8/1 6:40,2016/8/1 6:47,121.554,31.286,121.553,31.28
47465,5536,43163,0,2016/8/1 6:40,2016/8/1 6:46,121.407,31.233,121.412,31.231
47474,1600,117308,0,2016/8/1 6:40,2016/8/1 7:03,121.348,31.264,121.322,31.24
47464,3984,83985,0,2016/8/1 6:40,2016/8/1 6:57,121.386,31.29300000000001,121.388,31.269
47489,2231,117105,0,2016/8/1 6:41,2016/8/1 7:05,121.486,31.282,121.471,31.259
47491,6846,60500,0,2016/8/1 6:41,2016/8/1 6:52,121.519,31.32,121.531,31.32800000000001
47482,7519,18124,0,2016/8/1 6:41,2016/8/1 6:47,121.479,31.311,121.484,31.305
47483,3242,83621,0,2016/8/1 6:41,2016/8/1 6:47,121.414,31.237,121.405,31.241
47486,2533,52960,0,2016/8/1 6:41,2016/8/1 6:45,121.517,31.27,121.519,31.266
47497,3365,114858,0,2016/8/1 6:41,2016/8/1 6:48,121.376,31.31,121.373,31.322
47505,6983,63799,0,2016/8/1 6:41,2016/8/1 6:44,121.506,31.262,121.501,31.26
47530,6224,48212,0,2016/8/1 6:42,2016/8/1 7:09,121.495,31.29,121.536,31.263
47532,3817,118120,0,2016/8/1 6:42,2016/8/1 8:21,121.428,31.196,121.433,31.201
47527,1933,41579,0,2016/8/1 6:42,2016/8/1 6:53,121.535,31.291,121.524,31.28
47525,5201,66476,0,2016/8/1 6:42,2016/8/1 6:47,121.399,31.248,121.407,31.25
47522,4859,93803,0,2016/8/1 6:42,2016/8/1 6:45,121.52,31.186,121.525,31.187
47515,6392,111647,0,2016/8/1 6:42,2016/8/1 7:01,121.481,31.204,121.454,31.191
47518,1646,120473,0,2016/8/1 6:42,2016/8/1 6:46,121.496,31.257,121.49,31.25800000000001
47521,3261,9323,0,2016/8/1 6:42,2016/8/1 6:49,121.538,31.33,121.531,31.323
47516,926,33784,0,2016/8/1 6:42,2016/8/1 6:47,121.39,31.137,121.392,31.14
47512,4299,76771,0,2016/8/1 6:42,2016/8/1 6:49,121.343,31.291,121.348,31.282
47503,7399,15734,0,2016/8/1 6:42,2016/8/1 6:44,121.538,31.271,121.533,31.269
47510,4986,95982,0,2016/8/1 6:42,2016/8/1 6:51,121.437,31.137,121.435,31.149
47517,3734,9231,0,2016/8/1 6:42,2016/8/1 6:45,121.46,31.2,121.454,31.199
47547,6791,51632,0,2016/8/1 6:43,2016/8/1 6:52,121.52,31.32,121.531,31.322
47545,4923,124538,0,2016/8/1 6:43,2016/8/1 7:33,121.322,31.125,121.353,31.164
47539,4272,79101,0,2016/8/1 6:43,2016/8/1 6:50,121.475,31.317,121.484,31.31900000000001
47535,5093,121225,0,2016/8/1 6:43,2016/8/1 6:51,121.36,31.409,121.351,31.402
47534,7640,38100,0,2016/8/1 6:43,2016/8/1 6:50,121.405,31.27,121.402,31.264
47529,1450,98120,0,2016/8/1 6:43,2016/8/1 6:52,121.399,31.244,121.413,31.235
47536,6740,43384,0,2016/8/1 6:43,2016/8/1 6:54,121.404,31.289,121.416,31.29300000000001
47538,5873,61207,0,2016/8/1 6:43,2016/8/1 6:50,121.449,31.239,121.442,31.233
47531,7008,125016,0,2016/8/1 6:43,2016/8/1 6:51,121.407,31.184,121.412,31.188
47554,1516,59686,0,2016/8/1 6:44,2016/8/1 6:48,121.538,31.277,121.544,31.274
47553,6328,110936,0,2016/8/1 6:44,2016/8/1 6:50,121.475,31.317,121.483,31.32
47552,2838,74399,0,2016/8/1 6:44,2016/8/1 6:50,121.485,31.282,121.482,31.275
47555,6234,61873,0,2016/8/1 6:44,2016/8/1 6:51,121.432,31.281,121.422,31.283
47549,7389,44118,0,2016/8/1 6:44,2016/8/1 6:51,121.486,31.273000000000003,121.492,31.28
47546,5749,114844,0,2016/8/1 6:44,2016/8/1 6:46,121.458,31.192,121.454,31.19
47544,937,41247,0,2016/8/1 6:44,2016/8/1 6:50,121.43,31.259,121.425,31.264
47550,6190,93112,0,2016/8/1 6:44,2016/8/1 6:54,121.41,31.132,121.401,31.13300000000001
47557,5420,58010,0,2016/8/1 6:44,2016/8/1 6:50,121.479,31.311,121.485,31.306
47543,1300,125019,0,2016/8/1 6:44,2016/8/1 7:02,121.52,31.32,121.512,31.302
47568,6657,109986,0,2016/8/1 6:45,2016/8/1 6:55,121.463,31.323,121.455,31.316
47581,5807,33528,0,2016/8/1 6:45,2016/8/1 7:04,121.422,31.153,121.402,31.131
47586,8604,118242,0,2016/8/1 6:45,2016/8/1 7:09,121.481,31.198,121.492,31.209
47570,786,14168,0,2016/8/1 6:45,2016/8/1 7:01,121.496,31.309,121.52,31.301
47561,2299,30300,0,2016/8/1 6:45,2016/8/1 7:03,121.519,31.314,121.495,31.318
47579,1628,121380,0,2016/8/1 6:45,2016/8/1 7:07,121.452,31.169,121.456,31.193
47583,4759,110440,0,2016/8/1 6:45,2016/8/1 6:54,121.314,31.23,121.32,31.24
47573,6945,61669,0,2016/8/1 6:45,2016/8/1 6:52,121.419,31.159,121.418,31.167
47576,3356,40524,0,2016/8/1 6:45,2016/8/1 7:00,121.523,31.257,121.53,31.275
47566,7231,118368,0,2016/8/1 6:45,2016/8/1 8:21,121.428,31.196,121.433,31.201
47560,7651,125000,0,2016/8/1 6:45,2016/8/1 6:55,121.445,31.338,121.442,31.331
47562,6144,63243,0,2016/8/1 6:45,2016/8/1 6:51,121.427,31.242,121.422,31.243
47564,6481,97882,0,2016/8/1 6:45,2016/8/1 6:49,121.44,31.321,121.446,31.31900000000001
47567,6891,33367,0,2016/8/1 6:45,2016/8/1 6:50,121.446,31.188,121.454,31.19
47559,3428,56094,0,2016/8/1 6:45,2016/8/1 6:52,121.48,31.286,121.482,31.282
47595,5238,71444,0,2016/8/1 6:46,2016/8/1 6:59,121.405,31.183000000000003,121.419,31.175
47592,5285,63792,0,2016/8/1 6:46,2016/8/1 6:55,121.473,31.317,121.456,31.316
47582,3069,64710,0,2016/8/1 6:46,2016/8/1 6:57,121.5,31.255,121.492,31.244
47593,1194,56740,0,2016/8/1 6:46,2016/8/1 7:13,121.535,31.277,121.538,31.318
47574,3183,22311,0,2016/8/1 6:46,2016/8/1 6:49,121.519,31.314,121.525,31.318
47598,6633,23571,0,2016/8/1 6:46,2016/8/1 6:49,121.363,31.234,121.366,31.237
47594,7333,55583,0,2016/8/1 6:46,2016/8/1 7:23,121.411,31.199,121.384,31.166
47589,6660,97945,0,2016/8/1 6:46,2016/8/1 6:50,121.491,31.345,121.488,31.349
47587,5531,113663,0,2016/8/1 6:46,2016/8/1 6:48,121.472,31.305,121.467,31.304
47584,2508,31759,0,2016/8/1 6:46,2016/8/1 6:53,121.393,31.148000000000003,121.4,31.142
47601,717,77973,0,2016/8/1 6:46,2016/8/1 6:52,121.401,31.138,121.405,31.13
47616,1819,70121,0,2016/8/1 6:47,2016/8/1 7:35,121.535,31.331,121.567,31.321
47608,4359,68187,0,2016/8/1 6:47,2016/8/1 7:04,121.462,31.323,121.448,31.317
47609,6376,71310,0,2016/8/1 6:47,2016/8/1 7:02,121.31,31.286,121.324,31.296
47623,3927,97121,0,2016/8/1 6:47,2016/8/1 7:13,121.402,31.299,121.376,31.272
47621,700,98996,0,2016/8/1 6:47,2016/8/1 6:58,121.461,31.274,121.463,31.263
47615,7348,62833,0,2016/8/1 6:47,2016/8/1 7:24,121.41,31.302,121.419,31.254
47619,6048,110428,0,2016/8/1 6:47,2016/8/1 7:05,121.484,31.206,121.469,31.232
47602,5798,93790,0,2016/8/1 6:47,2016/8/1 6:57,121.494,31.315,121.485,31.31900000000001
47603,3672,63824,0,2016/8/1 6:47,2016/8/1 6:54,121.433,31.123,121.435,31.134
47604,1857,101217,0,2016/8/1 6:47,2016/8/1 6:53,121.491,31.292,121.483,31.29
47606,7283,106314,0,2016/8/1 6:47,2016/8/1 6:53,121.481,31.295,121.483,31.29
47610,6178,83150,0,2016/8/1 6:47,2016/8/1 6:51,121.404,31.279,121.403,31.284
47611,7846,31577,0,2016/8/1 6:47,2016/8/1 6:58,121.483,31.24,121.481,31.239
47612,775,49782,0,2016/8/1 6:47,2016/8/1 6:56,121.543,31.287,121.545,31.275
47617,7447,926,0,2016/8/1 6:47,2016/8/1 6:50,121.459,31.192,121.455,31.19
47628,4379,64915,0,2016/8/1 6:48,2016/8/1 6:53,121.429,31.26,121.423,31.264
47618,1030,52875,0,2016/8/1 6:48,2016/8/1 6:55,121.551,31.279,121.558,31.272
47625,6209,59049,0,2016/8/1 6:48,2016/8/1 6:57,121.471,31.325,121.483,31.32
47626,607,20165,0,2016/8/1 6:48,2016/8/1 7:04,121.387,31.173,121.403,31.164
47629,3479,91953,0,2016/8/1 6:48,2016/8/1 7:00,121.49,31.291,121.507,31.297
47633,1396,53580,0,2016/8/1 6:48,2016/8/1 6:58,121.471,31.322,121.485,31.31900000000001
47637,5782,102783,0,2016/8/1 6:49,2016/8/1 6:58,121.466,31.31,121.449,31.305
47643,2592,56659,0,2016/8/1 6:49,2016/8/1 7:01,121.425,31.345,121.433,31.354
47647,5922,82235,0,2016/8/1 6:49,2016/8/1 6:59,121.375,31.107,121.383,31.1
47649,5090,33663,0,2016/8/1 6:49,2016/8/1 6:55,121.532,31.329,121.534,31.324
47646,5102,124966,0,2016/8/1 6:49,2016/8/1 6:55,121.535,31.275,121.534,31.268
47645,8000,13738,0,2016/8/1 6:49,2016/8/1 6:56,121.459,31.19400000000001,121.453,31.199
47644,6622,116445,0,2016/8/1 6:49,2016/8/1 6:53,121.423,31.222,121.419,31.218000000000004
47650,3985,67097,0,2016/8/1 6:49,2016/8/1 6:53,121.495,31.207,121.498,31.21
47652,7743,52887,0,2016/8/1 6:49,2016/8/1 6:57,121.495,31.318,121.485,31.316
47641,7869,120456,0,2016/8/1 6:49,2016/8/1 6:58,121.543,31.20300000000001,121.551,31.209
47639,8066,60975,0,2016/8/1 6:49,2016/8/1 6:53,121.406,31.16,121.409,31.164
47636,7116,29885,0,2016/8/1 6:49,2016/8/1 6:54,121.513,31.277,121.507,31.284
47635,7034,80826,0,2016/8/1 6:49,2016/8/1 6:53,121.371,31.129,121.365,31.13
47653,2452,45909,0,2016/8/1 6:50,2016/8/1 6:57,121.447,31.171,121.445,31.181
47658,6709,72819,0,2016/8/1 6:50,2016/8/1 7:18,121.541,31.305,121.531,31.321
47662,5019,116480,0,2016/8/1 6:50,2016/8/1 7:09,121.48,31.2,121.492,31.209
47655,1124,123694,0,2016/8/1 6:50,2016/8/1 7:01,121.538,31.316,121.527,31.309
47656,4581,65392,0,2016/8/1 6:50,2016/8/1 6:54,121.54,31.32800000000001,121.538,31.322
47657,5475,65838,0,2016/8/1 6:50,2016/8/1 6:56,121.488,31.315,121.485,31.318
47666,6912,44809,0,2016/8/1 6:50,2016/8/1 6:55,121.434,31.266,121.423,31.264
47684,6929,58836,0,2016/8/1 6:51,2016/8/1 6:57,121.533,31.268,121.529,31.274
47681,3829,118382,1,2016/8/1 6:51,2016/8/1 6:58,121.348,31.264,121.344,31.262
47680,6121,107518,0,2016/8/1 6:51,2016/8/1 7:01,121.371,31.262,121.369,31.253
47679,5694,99380,0,2016/8/1 6:51,2016/8/1 7:02,121.426,31.148000000000003,121.431,31.151
47676,6386,111648,0,2016/8/1 6:51,2016/8/1 6:54,121.393,31.324,121.389,31.321
47672,6371,106251,0,2016/8/1 6:51,2016/8/1 7:03,121.52,31.312,121.515,31.303
47671,6473,117630,0,2016/8/1 6:51,2016/8/1 6:55,121.477,31.259,121.468,31.25800000000001
47669,6541,110835,0,2016/8/1 6:51,2016/8/1 6:55,121.429,31.147,121.431,31.151
47668,682,96674,0,2016/8/1 6:51,2016/8/1 6:57,121.458,31.323,121.461,31.318
47664,5383,119708,0,2016/8/1 6:51,2016/8/1 6:54,121.478,31.321,121.485,31.31900000000001
47687,4816,35473,0,2016/8/1 6:51,2016/8/1 7:10,121.508,31.272,121.53,31.269
47677,2631,603,0,2016/8/1 6:51,2016/8/1 7:05,121.385,31.091,121.384,31.112
47670,2810,63904,1,2016/8/1 6:51,2016/8/1 6:56,121.432,31.16800000000001,121.427,31.163
47696,5615,87318,0,2016/8/1 6:52,2016/8/1 6:59,121.539,31.297,121.534,31.286
47702,2777,112274,0,2016/8/1 6:52,2016/8/1 7:07,121.538,31.329,121.534,31.311
47690,3200,95349,0,2016/8/1 6:52,2016/8/1 7:07,121.443,31.222,121.442,31.233
47686,1065,52891,0,2016/8/1 6:52,2016/8/1 6:59,121.467,31.27,121.469,31.262
47692,7125,71604,0,2016/8/1 6:52,2016/8/1 6:58,121.525,31.318,121.53,31.322
47697,3062,24220,0,2016/8/1 6:52,2016/8/1 6:59,121.503,31.311,121.507,31.313
47691,3253,7890,0,2016/8/1 6:52,2016/8/1 6:58,121.464,31.193,121.47,31.19
47701,6768,110933,0,2016/8/1 6:52,2016/8/1 6:55,121.477,31.251,121.482,31.245
47694,6583,107793,0,2016/8/1 6:52,2016/8/1 7:20,121.414,31.094,121.402,31.129
47698,7250,94459,0,2016/8/1 6:52,2016/8/1 6:54,121.449,31.188,121.455,31.192
47695,95,63782,0,2016/8/1 6:52,2016/8/1 7:07,121.531,31.256,121.529,31.274
47706,6575,45614,0,2016/8/1 6:52,2016/8/1 7:05,121.414,31.2,121.413,31.187
